ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
50253,Telangana,Warangal,Locality_459,Apartment,5.0,4840.0,324.05,0.07,2004.0,Unfurnished,29.0,23.0,21.0,8.0,4.0,Medium,No,Yes,Pool,West,Broker,Ready_to_Move
7459,Punjab,Ludhiana,Locality_291,Apartment,1.0,2366.0,148.36,0.06,2004.0,Furnished,12.0,5.0,21.0,3.0,5.0,Low,No,No,"Gym, Pool",West,Owner,Under_Construction
12175,West Bengal,Durgapur,Locality_379,Independent House,2.0,1936.0,136.14,0.07,2008.0,Unfurnished,6.0,11.0,17.0,6.0,1.0,Low,Yes,No,Playground,South,Owner,Ready_to_Move
61976,Delhi,New Delhi,Locality_140,Independent House,4.0,2925.0,281.15,0.1,1992.0,Furnished,21.0,20.0,33.0,5.0,8.0,High,No,No,"Pool, Gym",North,Builder,Under_Construction
54522,Uttarakhand,Haridwar,Locality_178,Villa,4.0,614.0,45.61,0.07,2011.0,Semi-furnished,8.0,14.0,14.0,3.0,1.0,Medium,Yes,Yes,"Playground, Garden, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move
238347,Madhya Pradesh,Bhopal,Locality_316,Independent House,2.0,4290.0,442.68,0.1,2014.0,Unfurnished,29.0,4.0,11.0,9.0,10.0,Low,Yes,No,"Garden, Playground, Clubhouse, Pool, Gym",West,Builder,Ready_to_Move
35478,West Bengal,Kolkata,Locality_304,Villa,5.0,3749.0,487.1,0.13,2007.0,Furnished,7.0,1.0,18.0,5.0,10.0,Low,Yes,No,"Clubhouse, Pool, Gym, Garden",East,Broker,Ready_to_Move
227225,Chhattisgarh,Bilaspur,Locality_167,Apartment,2.0,1277.0,119.26,0.09,2021.0,Unfurnished,17.0,11.0,4.0,3.0,2.0,High,No,No,Gym,East,Builder,Ready_to_Move
43901,Andhra Pradesh,Vijayawada,Locality_194,Independent House,2.0,3116.0,359.15,0.12,2021.0,Unfurnished,14.0,25.0,4.0,7.0,5.0,Medium,Yes,No,"Gym, Pool, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
165371,Madhya Pradesh,Bhopal,Locality_108,Villa,2.0,2143.0,201.36,0.09,2002.0,Unfurnished,0.0,28.0,23.0,5.0,7.0,High,Yes,Yes,"Garden, Pool, Gym",South,Owner,Ready_to_Move
190159,Odisha,Bhubaneswar,Locality_168,Villa,5.0,569.0,326.32,0.57,2023.0,Furnished,23.0,18.0,2.0,10.0,7.0,High,Yes,No,Garden,East,Builder,Ready_to_Move
39701,Karnataka,Mangalore,Locality_146,Villa,5.0,1915.0,452.09,0.24,2007.0,Semi-furnished,8.0,21.0,18.0,8.0,6.0,High,Yes,No,Pool,East,Builder,Ready_to_Move
31966,Andhra Pradesh,Vishakhapatnam,Locality_447,Villa,3.0,4218.0,352.07,0.08,2023.0,Furnished,14.0,19.0,2.0,5.0,9.0,Medium,No,Yes,"Clubhouse, Playground, Garden, Gym",West,Owner,Under_Construction
77166,Madhya Pradesh,Indore,Locality_428,Independent House,4.0,2014.0,363.26,0.18,2013.0,Furnished,21.0,11.0,12.0,4.0,5.0,Low,No,Yes,"Gym, Garden",South,Owner,Ready_to_Move
229863,Jharkhand,Jamshedpur,Locality_487,Independent House,1.0,2740.0,324.76,0.12,2002.0,Furnished,29.0,18.0,23.0,6.0,5.0,High,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",West,Owner,Ready_to_Move
101600,Jharkhand,Jamshedpur,Locality_366,Villa,4.0,1304.0,15.94,0.01,1995.0,Semi-furnished,28.0,7.0,30.0,3.0,6.0,High,No,No,"Pool, Clubhouse, Gym, Garden",East,Builder,Under_Construction
36341,Delhi,Dwarka,Locality_127,Apartment,4.0,1519.0,135.53,0.09,1990.0,Semi-furnished,24.0,22.0,35.0,7.0,10.0,Low,Yes,No,"Playground, Gym, Pool",North,Owner,Under_Construction
173465,Karnataka,Mysore,Locality_474,Apartment,1.0,1745.0,74.82,0.04,2018.0,Unfurnished,22.0,21.0,7.0,8.0,1.0,Low,Yes,No,"Garden, Gym, Clubhouse, Pool",South,Builder,Ready_to_Move
101330,Andhra Pradesh,Vishakhapatnam,Locality_158,Villa,1.0,1474.0,440.55,0.3,1990.0,Furnished,15.0,12.0,35.0,3.0,2.0,High,No,No,"Garden, Gym, Clubhouse, Pool",South,Builder,Under_Construction
181558,Telangana,Hyderabad,Locality_474,Villa,3.0,2263.0,43.73,0.02,2014.0,Unfurnished,3.0,15.0,11.0,2.0,5.0,High,No,Yes,Playground,North,Builder,Ready_to_Move
212845,Rajasthan,Jodhpur,Locality_418,Independent House,2.0,2543.0,151.87,0.06,1992.0,Unfurnished,21.0,14.0,33.0,2.0,5.0,Low,No,Yes,"Pool, Garden",North,Owner,Ready_to_Move
212010,Andhra Pradesh,Vijayawada,Locality_380,Independent House,2.0,2752.0,298.22,0.11,2000.0,Semi-furnished,2.0,21.0,25.0,3.0,6.0,Low,No,Yes,"Pool, Garden, Playground",North,Builder,Under_Construction
11011,Andhra Pradesh,Vishakhapatnam,Locality_289,Villa,5.0,2195.0,359.85,0.16,1999.0,Unfurnished,2.0,25.0,26.0,9.0,3.0,Medium,Yes,Yes,"Gym, Clubhouse, Garden",South,Owner,Under_Construction
7629,Telangana,Warangal,Locality_49,Independent House,5.0,3649.0,274.13,0.08,2009.0,Unfurnished,25.0,30.0,16.0,8.0,2.0,Medium,Yes,No,"Garden, Clubhouse",North,Builder,Under_Construction
112262,Kerala,Trivandrum,Locality_445,Independent House,1.0,2252.0,386.5,0.17,1994.0,Unfurnished,7.0,26.0,31.0,5.0,9.0,High,No,Yes,"Clubhouse, Pool, Playground",West,Owner,Under_Construction
47226,Delhi,Dwarka,Locality_423,Independent House,4.0,831.0,304.86,0.37,2020.0,Unfurnished,6.0,24.0,5.0,5.0,5.0,High,No,No,"Gym, Pool, Clubhouse, Playground, Garden",West,Owner,Ready_to_Move
81692,Uttarakhand,Dehradun,Locality_174,Apartment,3.0,1169.0,223.95,0.19,1996.0,Semi-furnished,28.0,16.0,29.0,9.0,9.0,Low,Yes,Yes,"Garden, Playground, Clubhouse",South,Broker,Ready_to_Move
64213,Delhi,Dwarka,Locality_52,Apartment,5.0,1778.0,189.93,0.11,2008.0,Semi-furnished,21.0,20.0,17.0,4.0,4.0,High,No,Yes,"Playground, Clubhouse, Garden",East,Broker,Under_Construction
46529,Punjab,Ludhiana,Locality_344,Villa,3.0,3554.0,348.83,0.1,2007.0,Furnished,28.0,26.0,18.0,3.0,4.0,Medium,Yes,Yes,"Clubhouse, Playground",West,Broker,Under_Construction
150172,Uttarakhand,Haridwar,Locality_154,Independent House,5.0,504.0,344.67,0.68,2018.0,Unfurnished,2.0,13.0,7.0,1.0,4.0,High,Yes,Yes,Gym,North,Builder,Under_Construction
17043,Uttar Pradesh,Noida,Locality_375,Independent House,2.0,1018.0,95.95,0.09,2014.0,Unfurnished,11.0,26.0,11.0,3.0,2.0,Low,Yes,No,Pool,South,Builder,Under_Construction
229629,Gujarat,Surat,Locality_450,Villa,4.0,1921.0,102.79,0.05,1999.0,Furnished,29.0,14.0,26.0,5.0,10.0,Medium,No,Yes,Playground,North,Owner,Ready_to_Move
207821,West Bengal,Durgapur,Locality_90,Independent House,5.0,3844.0,270.23,0.07,2021.0,Unfurnished,21.0,8.0,4.0,8.0,6.0,Medium,Yes,Yes,"Clubhouse, Pool, Garden, Playground",East,Broker,Ready_to_Move
36793,Telangana,Warangal,Locality_36,Villa,1.0,2019.0,424.75,0.21,2001.0,Unfurnished,4.0,19.0,24.0,4.0,9.0,Low,Yes,Yes,Pool,South,Broker,Under_Construction
133158,Kerala,Kochi,Locality_340,Apartment,2.0,962.0,395.82,0.41,2021.0,Furnished,28.0,2.0,4.0,2.0,7.0,Medium,No,No,"Gym, Clubhouse, Garden, Pool",West,Broker,Ready_to_Move
195213,Chhattisgarh,Raipur,Locality_120,Independent House,5.0,927.0,167.04,0.18,1992.0,Semi-furnished,1.0,2.0,33.0,7.0,4.0,Low,No,No,"Clubhouse, Pool, Garden, Gym",East,Broker,Under_Construction
14238,Gujarat,Ahmedabad,Locality_435,Independent House,3.0,1945.0,201.5,0.1,2008.0,Furnished,30.0,4.0,17.0,10.0,3.0,High,Yes,No,"Gym, Garden, Playground, Pool",South,Owner,Ready_to_Move
83882,Delhi,New Delhi,Locality_211,Independent House,5.0,2357.0,377.3,0.16,2008.0,Unfurnished,29.0,1.0,17.0,2.0,4.0,Low,No,Yes,"Pool, Clubhouse, Playground",East,Builder,Under_Construction
134137,Delhi,Dwarka,Locality_496,Villa,5.0,734.0,246.39,0.34,2002.0,Furnished,30.0,29.0,23.0,1.0,9.0,Low,Yes,Yes,"Pool, Gym, Clubhouse",South,Broker,Ready_to_Move
196133,Gujarat,Surat,Locality_23,Villa,2.0,3655.0,81.78,0.02,2010.0,Unfurnished,16.0,7.0,15.0,7.0,8.0,Low,Yes,No,"Playground, Garden, Gym, Pool",South,Owner,Ready_to_Move
131473,Punjab,Ludhiana,Locality_397,Independent House,1.0,1063.0,207.65,0.2,2000.0,Unfurnished,5.0,30.0,25.0,1.0,2.0,Low,Yes,Yes,Playground,West,Builder,Under_Construction
56191,Tamil Nadu,Coimbatore,Locality_308,Independent House,2.0,3513.0,472.96,0.13,1993.0,Semi-furnished,24.0,27.0,32.0,1.0,9.0,Low,Yes,No,"Pool, Garden, Playground",East,Broker,Under_Construction
156318,Punjab,Amritsar,Locality_206,Independent House,4.0,4134.0,117.02,0.03,2007.0,Semi-furnished,2.0,6.0,18.0,7.0,2.0,High,Yes,Yes,Playground,North,Builder,Ready_to_Move
74751,Uttarakhand,Dehradun,Locality_261,Villa,3.0,3837.0,211.31,0.06,1998.0,Semi-furnished,1.0,20.0,27.0,5.0,4.0,High,No,Yes,"Gym, Clubhouse, Garden",North,Builder,Under_Construction
97417,Delhi,Dwarka,Locality_253,Apartment,5.0,738.0,58.39,0.08,2016.0,Unfurnished,15.0,25.0,9.0,5.0,8.0,High,Yes,Yes,"Pool, Clubhouse, Gym",North,Broker,Ready_to_Move
132435,Assam,Guwahati,Locality_435,Independent House,1.0,4138.0,318.43,0.08,1992.0,Furnished,5.0,9.0,33.0,10.0,5.0,High,No,Yes,Gym,South,Owner,Ready_to_Move
104054,Kerala,Kochi,Locality_64,Independent House,4.0,3813.0,102.83,0.03,1991.0,Furnished,12.0,19.0,34.0,8.0,8.0,Low,No,Yes,"Playground, Garden, Gym, Pool, Clubhouse",West,Broker,Under_Construction
152888,Haryana,Faridabad,Locality_392,Independent House,3.0,3930.0,303.94,0.08,1992.0,Furnished,5.0,2.0,33.0,10.0,3.0,High,Yes,No,"Garden, Playground, Clubhouse, Pool, Gym",East,Builder,Ready_to_Move
164310,West Bengal,Durgapur,Locality_88,Villa,3.0,2126.0,40.48,0.02,2014.0,Furnished,19.0,26.0,11.0,8.0,8.0,High,Yes,No,"Gym, Garden, Playground, Pool",East,Owner,Ready_to_Move
90213,Jharkhand,Ranchi,Locality_76,Independent House,3.0,2947.0,392.63,0.13,1992.0,Furnished,29.0,13.0,33.0,3.0,2.0,High,No,No,"Garden, Pool",North,Broker,Under_Construction
235444,Jharkhand,Jamshedpur,Locality_472,Villa,2.0,3478.0,145.44,0.04,1995.0,Furnished,22.0,6.0,30.0,5.0,10.0,Medium,No,No,"Gym, Garden, Clubhouse, Pool, Playground",South,Owner,Under_Construction
28279,Chhattisgarh,Raipur,Locality_320,Apartment,2.0,3421.0,405.59,0.12,2003.0,Unfurnished,30.0,3.0,22.0,7.0,1.0,Low,No,No,Pool,East,Builder,Ready_to_Move
190022,Punjab,Amritsar,Locality_334,Villa,1.0,2659.0,422.51,0.16,1996.0,Furnished,21.0,11.0,29.0,6.0,5.0,Low,No,No,"Garden, Pool, Playground",South,Broker,Under_Construction
81056,Odisha,Bhubaneswar,Locality_460,Apartment,3.0,2856.0,366.25,0.13,2012.0,Semi-furnished,6.0,10.0,13.0,10.0,5.0,Low,Yes,No,"Playground, Clubhouse, Gym",East,Builder,Under_Construction
148945,Madhya Pradesh,Bhopal,Locality_139,Independent House,4.0,647.0,236.28,0.37,2005.0,Semi-furnished,10.0,21.0,20.0,3.0,5.0,Medium,Yes,No,"Pool, Garden, Playground, Gym",South,Owner,Ready_to_Move
151096,Odisha,Cuttack,Locality_149,Apartment,2.0,4418.0,213.02,0.05,2002.0,Unfurnished,9.0,22.0,23.0,9.0,10.0,Low,No,No,"Gym, Clubhouse",North,Owner,Under_Construction
85893,Jharkhand,Ranchi,Locality_168,Independent House,5.0,4721.0,30.45,0.01,2008.0,Unfurnished,23.0,28.0,17.0,2.0,3.0,High,Yes,Yes,Pool,East,Broker,Under_Construction
85907,Telangana,Warangal,Locality_405,Villa,3.0,1228.0,405.88,0.33,2009.0,Furnished,29.0,2.0,16.0,4.0,7.0,Medium,Yes,No,Playground,South,Builder,Under_Construction
84241,Rajasthan,Jaipur,Locality_181,Villa,2.0,2768.0,186.59,0.07,1993.0,Semi-furnished,9.0,28.0,32.0,7.0,6.0,Medium,No,Yes,"Garden, Pool, Clubhouse, Gym",East,Builder,Under_Construction
44960,Chhattisgarh,Bilaspur,Locality_15,Apartment,3.0,2186.0,14.1,0.01,1990.0,Furnished,8.0,17.0,35.0,8.0,1.0,Medium,Yes,No,"Playground, Pool",South,Builder,Ready_to_Move
39135,Delhi,New Delhi,Locality_384,Apartment,2.0,3310.0,293.79,0.09,1994.0,Furnished,30.0,18.0,31.0,8.0,2.0,Low,No,Yes,Clubhouse,North,Builder,Ready_to_Move
133532,Delhi,New Delhi,Locality_485,Villa,2.0,4119.0,260.1,0.06,2014.0,Semi-furnished,19.0,26.0,11.0,9.0,3.0,High,No,No,"Gym, Garden, Playground",West,Owner,Under_Construction
218490,Bihar,Gaya,Locality_370,Villa,4.0,1947.0,143.43,0.07,2006.0,Unfurnished,8.0,10.0,19.0,5.0,7.0,High,Yes,No,"Gym, Garden, Playground, Pool",East,Builder,Under_Construction
53685,Karnataka,Mysore,Locality_266,Villa,1.0,2775.0,458.87,0.17,1994.0,Semi-furnished,10.0,30.0,31.0,4.0,8.0,Medium,Yes,Yes,Pool,North,Broker,Under_Construction
69029,Bihar,Patna,Locality_338,Independent House,5.0,3607.0,201.78,0.06,1990.0,Unfurnished,29.0,10.0,35.0,10.0,2.0,Low,No,Yes,"Gym, Playground, Pool, Clubhouse, Garden",East,Builder,Under_Construction
28264,Rajasthan,Jaipur,Locality_243,Independent House,3.0,4207.0,470.8,0.11,2002.0,Unfurnished,29.0,12.0,23.0,10.0,9.0,Low,Yes,Yes,Clubhouse,North,Builder,Ready_to_Move
1500,Andhra Pradesh,Vishakhapatnam,Locality_69,Independent House,4.0,3880.0,48.82,0.01,2016.0,Semi-furnished,25.0,29.0,9.0,10.0,2.0,Low,No,No,Pool,South,Owner,Ready_to_Move
226296,Punjab,Amritsar,Locality_373,Independent House,2.0,4340.0,129.85,0.03,1993.0,Unfurnished,12.0,9.0,32.0,10.0,1.0,Low,No,No,"Gym, Garden, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
192562,Andhra Pradesh,Vijayawada,Locality_221,Apartment,2.0,1644.0,231.26,0.14,2010.0,Furnished,20.0,27.0,15.0,5.0,5.0,Low,No,No,"Pool, Garden, Clubhouse, Gym",South,Broker,Under_Construction
8193,Punjab,Amritsar,Locality_361,Villa,5.0,4681.0,478.29,0.1,1995.0,Semi-furnished,17.0,24.0,30.0,9.0,9.0,High,Yes,No,"Gym, Playground, Pool",North,Builder,Under_Construction
34146,Odisha,Cuttack,Locality_162,Villa,3.0,652.0,305.81,0.47,2000.0,Unfurnished,8.0,29.0,25.0,8.0,3.0,High,Yes,No,Gym,South,Owner,Ready_to_Move
206977,West Bengal,Kolkata,Locality_365,Villa,2.0,4422.0,30.16,0.01,1995.0,Unfurnished,21.0,15.0,30.0,4.0,10.0,High,Yes,No,"Gym, Playground, Garden, Clubhouse",South,Owner,Ready_to_Move
170563,Uttarakhand,Haridwar,Locality_257,Independent House,5.0,4612.0,182.12,0.04,2003.0,Unfurnished,14.0,24.0,22.0,2.0,6.0,High,No,Yes,"Playground, Garden, Pool",North,Broker,Under_Construction
160280,Assam,Silchar,Locality_137,Apartment,3.0,3000.0,418.09,0.14,2001.0,Furnished,20.0,13.0,24.0,8.0,4.0,High,No,Yes,Pool,West,Broker,Under_Construction
177693,Andhra Pradesh,Vijayawada,Locality_410,Independent House,3.0,2853.0,61.32,0.02,1990.0,Furnished,7.0,2.0,35.0,6.0,1.0,High,Yes,Yes,Gym,South,Builder,Under_Construction
11869,Uttarakhand,Haridwar,Locality_5,Villa,5.0,1843.0,220.49,0.12,2015.0,Furnished,17.0,13.0,10.0,8.0,2.0,High,Yes,Yes,"Playground, Gym",West,Owner,Ready_to_Move
190675,Andhra Pradesh,Vijayawada,Locality_107,Independent House,2.0,3179.0,374.4,0.12,2021.0,Semi-furnished,25.0,14.0,4.0,4.0,1.0,High,Yes,No,"Garden, Gym",South,Builder,Under_Construction
45917,Kerala,Kochi,Locality_195,Villa,2.0,670.0,348.55,0.52,2012.0,Furnished,24.0,25.0,13.0,7.0,10.0,High,No,Yes,"Clubhouse, Playground, Garden, Gym, Pool",South,Builder,Ready_to_Move
199820,Odisha,Cuttack,Locality_75,Independent House,4.0,3298.0,276.58,0.08,2021.0,Semi-furnished,30.0,8.0,4.0,4.0,1.0,Medium,No,No,"Garden, Gym, Clubhouse, Playground, Pool",West,Broker,Under_Construction
106130,Bihar,Patna,Locality_280,Independent House,4.0,3504.0,384.6,0.11,2013.0,Unfurnished,21.0,9.0,12.0,4.0,4.0,High,No,Yes,"Playground, Gym, Clubhouse, Garden",West,Broker,Ready_to_Move
122868,Haryana,Gurgaon,Locality_451,Villa,1.0,2156.0,115.81,0.05,2005.0,Unfurnished,0.0,24.0,20.0,5.0,8.0,High,Yes,Yes,"Clubhouse, Playground, Garden",North,Owner,Under_Construction
196406,Maharashtra,Mumbai,Locality_91,Independent House,5.0,3694.0,398.42,0.11,2010.0,Unfurnished,16.0,24.0,15.0,5.0,3.0,Medium,No,No,"Playground, Clubhouse, Garden, Pool",West,Broker,Ready_to_Move
204456,Chhattisgarh,Raipur,Locality_468,Independent House,3.0,2086.0,194.58,0.09,2018.0,Unfurnished,15.0,26.0,7.0,1.0,5.0,Medium,No,Yes,"Pool, Playground, Clubhouse",East,Owner,Under_Construction
116093,Maharashtra,Pune,Locality_462,Villa,1.0,1921.0,240.99,0.13,2010.0,Furnished,16.0,13.0,15.0,1.0,8.0,High,Yes,No,"Pool, Garden, Gym, Clubhouse",South,Owner,Under_Construction
200426,Tamil Nadu,Chennai,Locality_82,Independent House,1.0,4311.0,493.04,0.11,2017.0,Furnished,9.0,11.0,8.0,4.0,7.0,Medium,No,No,"Gym, Garden, Clubhouse, Playground, Pool",North,Broker,Under_Construction
112041,Jharkhand,Ranchi,Locality_248,Villa,4.0,4287.0,82.93,0.02,2019.0,Unfurnished,6.0,1.0,6.0,3.0,6.0,Low,No,Yes,"Clubhouse, Pool",South,Builder,Ready_to_Move
56111,Gujarat,Ahmedabad,Locality_461,Villa,2.0,4446.0,458.69,0.1,1993.0,Unfurnished,17.0,7.0,32.0,10.0,4.0,High,No,No,"Playground, Clubhouse, Pool",East,Broker,Ready_to_Move
74909,Delhi,Dwarka,Locality_66,Villa,2.0,1103.0,303.12,0.27,2013.0,Unfurnished,18.0,24.0,12.0,3.0,3.0,Low,Yes,Yes,"Playground, Pool, Clubhouse, Garden",West,Builder,Under_Construction
137745,Gujarat,Surat,Locality_474,Villa,5.0,1242.0,106.68,0.09,2007.0,Unfurnished,23.0,30.0,18.0,6.0,6.0,High,Yes,No,Garden,North,Builder,Ready_to_Move
100225,Madhya Pradesh,Bhopal,Locality_184,Independent House,4.0,1899.0,293.1,0.15,2016.0,Semi-furnished,27.0,23.0,9.0,6.0,10.0,Medium,No,No,"Clubhouse, Garden, Gym, Pool, Playground",East,Broker,Ready_to_Move
142223,Assam,Guwahati,Locality_232,Apartment,5.0,710.0,117.92,0.17,2006.0,Unfurnished,28.0,30.0,19.0,8.0,7.0,Low,No,No,"Gym, Playground, Pool, Garden",South,Owner,Ready_to_Move
46138,Uttarakhand,Haridwar,Locality_229,Villa,1.0,2085.0,180.25,0.09,2002.0,Semi-furnished,1.0,6.0,23.0,2.0,7.0,Low,Yes,No,"Gym, Clubhouse",North,Broker,Ready_to_Move
98596,Punjab,Amritsar,Locality_27,Villa,2.0,1648.0,132.09,0.08,2023.0,Semi-furnished,19.0,6.0,2.0,10.0,2.0,High,No,No,Gym,West,Broker,Under_Construction
188249,Madhya Pradesh,Bhopal,Locality_481,Independent House,3.0,2646.0,336.09,0.13,2005.0,Semi-furnished,16.0,12.0,20.0,2.0,2.0,Low,No,Yes,Garden,West,Owner,Ready_to_Move
42889,Gujarat,Surat,Locality_181,Apartment,1.0,2051.0,372.54,0.18,2009.0,Unfurnished,9.0,17.0,16.0,8.0,1.0,High,No,Yes,"Garden, Playground, Gym, Pool",West,Broker,Ready_to_Move
179378,Jharkhand,Ranchi,Locality_401,Independent House,4.0,4266.0,398.76,0.09,2017.0,Unfurnished,10.0,16.0,8.0,2.0,1.0,Medium,Yes,No,"Clubhouse, Gym, Playground, Pool",East,Broker,Under_Construction
93957,Chhattisgarh,Raipur,Locality_50,Independent House,1.0,634.0,157.24,0.25,2002.0,Unfurnished,10.0,19.0,23.0,4.0,2.0,Low,Yes,Yes,Pool,North,Broker,Ready_to_Move
214579,Jharkhand,Ranchi,Locality_218,Villa,3.0,4004.0,133.15,0.03,2005.0,Unfurnished,26.0,16.0,20.0,4.0,2.0,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Pool, Playground",West,Owner,Ready_to_Move
105452,Telangana,Warangal,Locality_8,Apartment,3.0,1480.0,113.49,0.08,1990.0,Semi-furnished,19.0,13.0,35.0,2.0,10.0,Medium,Yes,Yes,"Pool, Garden, Gym",East,Builder,Ready_to_Move
190147,West Bengal,Durgapur,Locality_355,Apartment,1.0,3013.0,495.94,0.16,2012.0,Semi-furnished,16.0,29.0,13.0,7.0,2.0,Medium,No,Yes,"Pool, Playground",East,Owner,Ready_to_Move
223150,Telangana,Warangal,Locality_261,Villa,4.0,4063.0,53.67,0.01,2003.0,Semi-furnished,1.0,10.0,22.0,6.0,9.0,Low,Yes,No,Garden,North,Broker,Under_Construction
207487,Odisha,Bhubaneswar,Locality_30,Villa,3.0,3993.0,398.41,0.1,2020.0,Unfurnished,19.0,30.0,5.0,5.0,4.0,High,No,No,"Garden, Playground, Clubhouse, Pool",South,Broker,Ready_to_Move
165703,Haryana,Gurgaon,Locality_448,Apartment,3.0,4793.0,421.05,0.09,2002.0,Unfurnished,21.0,17.0,23.0,8.0,9.0,Low,No,Yes,"Playground, Clubhouse, Pool",South,Builder,Under_Construction
36750,Uttar Pradesh,Noida,Locality_13,Independent House,2.0,728.0,226.99,0.31,2016.0,Unfurnished,10.0,9.0,9.0,7.0,5.0,High,Yes,Yes,"Playground, Garden",North,Broker,Ready_to_Move
101073,Assam,Silchar,Locality_198,Villa,5.0,1449.0,244.14,0.17,2020.0,Unfurnished,24.0,15.0,5.0,9.0,9.0,High,No,Yes,"Pool, Playground, Garden, Clubhouse",West,Builder,Under_Construction
39943,Odisha,Cuttack,Locality_10,Apartment,5.0,4731.0,182.25,0.04,2006.0,Unfurnished,13.0,3.0,19.0,1.0,8.0,Low,Yes,Yes,"Clubhouse, Pool, Garden, Gym",East,Owner,Under_Construction
170020,Maharashtra,Nagpur,Locality_364,Villa,4.0,971.0,201.63,0.21,2010.0,Unfurnished,30.0,18.0,15.0,1.0,10.0,Medium,Yes,Yes,"Clubhouse, Garden, Playground, Gym",North,Owner,Under_Construction
78684,Rajasthan,Jaipur,Locality_24,Independent House,3.0,2762.0,141.17,0.05,2002.0,Semi-furnished,22.0,23.0,23.0,1.0,7.0,Medium,Yes,No,Garden,South,Broker,Under_Construction
143907,Gujarat,Surat,Locality_285,Villa,4.0,2060.0,137.08,0.07,2001.0,Furnished,2.0,20.0,24.0,4.0,10.0,High,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",West,Owner,Ready_to_Move
5811,Punjab,Ludhiana,Locality_421,Independent House,1.0,1271.0,453.17,0.36,1999.0,Semi-furnished,30.0,21.0,26.0,4.0,10.0,High,No,No,Playground,East,Builder,Under_Construction
56416,Tamil Nadu,Coimbatore,Locality_424,Independent House,5.0,4371.0,156.87,0.04,1996.0,Furnished,3.0,5.0,29.0,10.0,1.0,Low,No,Yes,"Garden, Playground, Pool, Gym",East,Owner,Under_Construction
230109,Jharkhand,Ranchi,Locality_396,Independent House,1.0,4615.0,39.35,0.01,1991.0,Semi-furnished,26.0,30.0,34.0,6.0,1.0,High,Yes,Yes,"Clubhouse, Garden",West,Builder,Ready_to_Move
9176,Jharkhand,Jamshedpur,Locality_465,Villa,2.0,3302.0,159.15,0.05,2001.0,Unfurnished,5.0,29.0,24.0,9.0,10.0,Low,No,No,"Gym, Playground, Pool, Garden",South,Builder,Under_Construction
112092,Karnataka,Mangalore,Locality_157,Apartment,5.0,1537.0,141.21,0.09,2006.0,Unfurnished,30.0,13.0,19.0,4.0,4.0,High,Yes,Yes,"Pool, Playground, Clubhouse",East,Broker,Ready_to_Move
218478,Uttar Pradesh,Noida,Locality_318,Villa,5.0,976.0,293.31,0.3,2023.0,Furnished,12.0,25.0,2.0,1.0,10.0,High,Yes,No,"Playground, Pool, Gym",South,Builder,Ready_to_Move
217445,Gujarat,Ahmedabad,Locality_80,Apartment,2.0,1058.0,398.15,0.38,2022.0,Semi-furnished,17.0,28.0,3.0,5.0,10.0,Low,Yes,No,"Pool, Garden, Gym, Playground",West,Owner,Under_Construction
134808,Delhi,Dwarka,Locality_118,Independent House,5.0,1927.0,54.95,0.03,2016.0,Unfurnished,1.0,2.0,9.0,8.0,1.0,Medium,Yes,No,"Gym, Pool",North,Builder,Under_Construction
79621,Odisha,Cuttack,Locality_42,Independent House,2.0,2023.0,327.32,0.16,2018.0,Semi-furnished,20.0,24.0,7.0,1.0,6.0,Medium,Yes,No,Clubhouse,West,Broker,Under_Construction
59528,Chhattisgarh,Bilaspur,Locality_178,Independent House,5.0,4218.0,42.33,0.01,1999.0,Unfurnished,4.0,9.0,26.0,7.0,5.0,Medium,No,Yes,"Clubhouse, Garden, Playground, Pool, Gym",South,Broker,Under_Construction
194396,Jharkhand,Jamshedpur,Locality_445,Villa,3.0,3324.0,28.09,0.01,2018.0,Semi-furnished,1.0,20.0,7.0,3.0,8.0,Low,Yes,Yes,"Pool, Playground",East,Owner,Ready_to_Move
199508,Karnataka,Mysore,Locality_480,Villa,4.0,2357.0,480.33,0.2,2018.0,Semi-furnished,3.0,25.0,7.0,7.0,4.0,High,No,No,"Garden, Pool",East,Broker,Ready_to_Move
116127,Kerala,Trivandrum,Locality_299,Villa,1.0,2535.0,270.07,0.11,2020.0,Furnished,4.0,18.0,5.0,3.0,7.0,Medium,No,No,"Clubhouse, Gym",North,Owner,Under_Construction
223149,Madhya Pradesh,Indore,Locality_301,Independent House,1.0,3268.0,61.05,0.02,1994.0,Unfurnished,0.0,20.0,31.0,8.0,5.0,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Playground, Pool",West,Broker,Ready_to_Move
18946,West Bengal,Durgapur,Locality_151,Villa,1.0,1396.0,256.67,0.18,2019.0,Semi-furnished,21.0,12.0,6.0,9.0,4.0,High,No,Yes,"Playground, Gym",South,Builder,Under_Construction
